"","x"
"20407",1568
"20408",2551
"20409",948
"20410",37
"20411",2722
"20412",-12
"20413",764
"20414",52
"20415",826
"20416",171
"20417",2395
"20418",1535
"20419",685
"20420",482
"20421",-113
"20422",4
"20423",1280
"20424",0
"20425",3020
"20426",-336
"20427",30
"20428",0
"20429",855
"20430",646
"20431",1103
"20432",123
"20433",980
"20434",5904
"20435",1880
"20436",317
"20437",-880
"20438",297
"20439",2112
"20440",300
"20441",212
"20442",0
"20443",573
"20444",220
"20445",100
"20446",1383
"20447",5942
"20448",1050
"20449",1575
"20450",1622
"20451",0
"20452",3533
"20453",94
"20454",7560
"20455",874
"20456",0
"20457",1009
"20458",827
"20459",74
"20460",562
"20461",172
"20462",100
"20463",0
"20464",1463
"20465",1269
"20466",419
"20467",67
"20468",1659
"20469",362
"20470",700
"20471",2192
"20472",553
"20473",1913
"20474",279
"20475",2757
"20476",3616
"20477",586
"20478",1472
"20479",24
"20480",353
"20481",418
"20482",-777
"20483",2419
"20484",2667
"20485",8304
"20486",12409
"20487",5
"20488",478
"20489",-253
"20490",8138
"20491",438
"20492",27
"20493",0
"20494",2781
"20495",443
"20496",277
"20497",554
"20498",557
"20499",871
"20500",328
"20501",2347
"20502",77
"20503",4044
"20504",19213
"20505",0
"20506",-114
"20507",8449
"20508",5907
"20509",2481
"20510",850
"20511",614
"20512",1836
"20513",1038
"20514",-1
"20515",1067
"20516",329
"20517",281
"20518",759
"20519",368
"20520",-672
"20521",-526
"20522",0
"20523",2024
"20524",3243
"20525",1986
"20526",2835
"20527",3508
"20528",11563
"20529",1951
"20530",544
"20531",1504
"20532",350
"20533",2269
"20534",53
"20535",897
"20536",1466
"20537",59
"20538",1399
"20539",0
"20540",1368
"20541",148
"20542",-136
"20543",86
"20544",273
"20545",1411
"20546",0
"20547",396
"20548",3241
"20549",6004
"20550",23919
"20551",894
"20552",-1854
"20553",117
"20554",108
"20555",382
"20556",1146
"20557",93
"20558",25
"20559",8897
"20560",508
"20561",190
"20562",2714
"20563",1631
"20564",579
"20565",720
"20566",940
"20567",4089
"20568",548
"20569",175
"20570",1567
"20571",209
"20572",812
"20573",362
"20574",658
"20575",432
"20576",4751
"20577",134
"20578",2552
"20579",0
"20580",106
"20581",1849
"20582",23
"20583",487
"20584",1478
"20585",157
"20586",350
"20587",0
"20588",1424
"20589",2296
"20590",1511
"20591",711
"20592",12
"20593",434
"20594",131
"20595",1071
"20596",7586
"20597",426
"20598",222
"20599",1456
"20600",842
"20601",1011
"20602",1514
"20603",3473
"20604",128
"20605",1141
"20606",596
"20607",496
"20608",43
"20609",1627
"20610",67
"20611",0
"20612",566
"20613",1325
"20614",388
"20615",53
"20616",1072
"20617",1579
"20618",553
"20619",258
"20620",1694
"20621",8553
"20622",408
"20623",1223
"20624",599
"20625",1858
"20626",286
"20627",1173
"20628",208
"20629",297
"20630",2278
"20631",3679
"20632",520
"20633",27
"20634",271
"20635",153
"20636",1289
"20637",250
"20638",36
"20639",87
"20640",9634
"20641",545
"20642",4943
"20643",1659
"20644",4396
"20645",391
"20646",568
"20647",11431
"20648",2414
"20649",278
"20650",528
"20651",519
"20652",570
"20653",3020
"20654",1240
"20655",424
"20656",781
"20657",1310
"20658",166
"20659",-96
"20660",317
"20661",1732
"20662",349
"20663",800
"20664",1355
"20665",771
"20666",479
"20667",3665
"20668",1037
"20669",692
"20670",244
"20671",0
"20672",3779
"20673",9622
"20674",349
"20675",621
"20676",1674
"20677",295
"20678",260
"20679",267
"20680",568
"20681",106
"20682",4210
"20683",2609
"20684",3199
"20685",1167
"20686",781
"20687",3095
"20688",2695
"20689",745
"20690",2254
"20691",378
"20692",416
"20693",966
"20694",2065
"20695",0
"20696",-285
"20697",12531
"20698",1824
"20699",204
"20700",878
"20701",1293
"20702",2476
"20703",0
"20704",0
"20705",7353
"20706",1642
"20707",200
"20708",1076
"20709",6325
"20710",2096
"20711",2488
"20712",3570
"20713",137
"20714",3984
"20715",-384
"20716",0
"20717",4723
"20718",163
"20719",1694
"20720",391
"20721",111
"20722",4720
"20723",-413
"20724",46
"20725",36
"20726",42
"20727",-571
"20728",3563
"20729",284
"20730",235
"20731",160
"20732",309
"20733",-892
"20734",21
"20735",-180
"20736",79
"20737",-405
"20738",34646
"20739",216
"20740",297
"20741",14215
"20742",3392
"20743",390
"20744",28433
"20745",6542
"20746",59
"20747",4158
"20748",640
"20749",334
"20750",128
"20751",2449
"20752",324
"20753",712
"20754",109
"20755",170
"20756",6691
"20757",2225
"20758",4367
"20759",681
"20760",432
"20761",230
"20762",7132
"20763",23
"20764",0
"20765",145
"20766",2302
"20767",481
"20768",1784
"20769",3002
"20770",4436
"20771",1669
"20772",1838
"20773",2765
"20774",3148
"20775",2769
"20776",5887
"20777",296
"20778",782
"20779",1337
"20780",36
"20781",95
"20782",48
"20783",382
"20784",0
"20785",2658
"20786",372
"20787",52
"20788",1545
"20789",8463
"20790",136
"20791",3452
"20792",1538
"20793",67
"20794",2521
"20795",303
"20796",275
"20797",737
"20798",0
"20799",363
"20800",0
"20801",0
"20802",763
"20803",0
"20804",849
"20805",0
"20806",-242
"20807",-974
"20808",2453
"20809",493
"20810",97
"20811",140
"20812",10052
"20813",4
"20814",-31
"20815",0
"20816",893
"20817",769
"20818",8
"20819",4
"20820",805
"20821",563
"20822",249
"20823",144
"20824",152
"20825",156
"20826",1047
"20827",227
"20828",890
"20829",4373
"20830",9146
"20831",3549
"20832",0
"20833",9149
"20834",66
"20835",0
"20836",0
"20837",95
"20838",728
"20839",317
"20840",1941
"20841",206
"20842",328
"20843",9827
"20844",696
"20845",627
"20846",274
"20847",862
"20848",113
"20849",9139
"20850",6170
"20851",2383
"20852",2642
"20853",10054
"20854",25947
"20855",0
"20856",199
"20857",635
"20858",0
"20859",4329
"20860",434
"20861",-346
"20862",556
"20863",303
"20864",258
"20865",6413
"20866",143
"20867",0
"20868",-302
"20869",756
"20870",400
"20871",90
"20872",2297
"20873",19
"20874",877
"20875",400
"20876",588
"20877",3754
"20878",1393
"20879",16
"20880",666
"20881",52
"20882",183
"20883",362
"20884",199
"20885",3948
"20886",114
"20887",5122
"20888",366
"20889",1950
"20890",1303
"20891",191
"20892",1561
"20893",388
"20894",46
"20895",354
"20896",887
"20897",309
"20898",1036
"20899",3
"20900",474
"20901",2195
"20902",5389
"20903",17
"20904",717
"20905",3562
"20906",1493
"20907",582
"20908",1201
"20909",12
"20910",732
"20911",823
"20912",3481
"20913",599
"20914",1803
"20915",13238
"20916",3321
"20917",100
"20918",1517
"20919",574
"20920",177
"20921",427
"20922",16377
"20923",1637
"20924",1021
"20925",397
"20926",6376
"20927",202
"20928",101
"20929",396
"20930",497
"20931",631
"20932",1361
"20933",2959
"20934",379
"20935",-239
"20936",455
"20937",684
"20938",1494
"20939",120
"20940",241
"20941",163
"20942",1355
"20943",525
"20944",8332
"20945",171
"20946",3756
"20947",-558
"20948",1064
"20949",8902
"20950",512
"20951",178
"20952",2117
"20953",137
"20954",469
"20955",467
"20956",160
"20957",869
"20958",903
"20959",930
"20960",406
"20961",27
"20962",855
"20963",2454
"20964",864
"20965",-324
"20966",732
"20967",399
"20968",620
"20969",3043
"20970",2686
"20971",427
"20972",5574
"20973",64
"20974",3062
"20975",394
"20976",13410
"20977",2553
"20978",68
"20979",648
"20980",354
"20981",3
"20982",1717
"20983",270
"20984",2394
"20985",1819
"20986",20479
"20987",6703
"20988",4610
"20989",691
"20990",688
"20991",755
"20992",2498
"20993",3623
"20994",2065
"20995",64
"20996",414
"20997",244
"20998",6945
"20999",1194
"21000",131
"21001",179
"21002",1189
"21003",910
"21004",131
"21005",3334
"21006",25
"21007",0
"21008",2782
"21009",663
"21010",-14
"21011",316
"21012",99
"21013",191
"21014",2836
"21015",1165
"21016",490
"21017",3681
"21018",2625
"21019",1038
"21020",539
"21021",8029
"21022",624
"21023",668
"21024",0
"21025",188
"21026",2858
"21027",0
"21028",306
"21029",867
"21030",416
"21031",165
"21032",719
"21033",961
"21034",4332
"21035",972
"21036",1857
"21037",2205
"21038",322
"21039",388
"21040",51
"21041",171
"21042",495
"21043",336
"21044",2227
"21045",943
"21046",3579
"21047",245
"21048",1344
"21049",10112
"21050",811
"21051",696
"21052",1299
"21053",4022
"21054",331
"21055",-9
"21056",3322
"21057",345
"21058",311
"21059",135
"21060",3264
"21061",361
"21062",887
"21063",3222
"21064",4263
"21065",429
"21066",0
"21067",4561
"21068",673
"21069",1387
"21070",3616
"21071",648
"21072",209
"21073",1949
"21074",334
"21075",276
"21076",1021
"21077",3905
"21078",2916
"21079",2813
"21080",213
"21081",2929
"21082",102
"21083",586
"21084",68
"21085",1315
"21086",4455
"21087",591
"21088",232
"21089",6529
"21090",882
"21091",-305
"21092",1516
"21093",1115
"21094",46
"21095",697
"21096",896
"21097",2344
"21098",372
"21099",1119
"21100",3
"21101",663
"21102",637
"21103",1512
"21104",4016
"21105",318
"21106",0
"21107",4558
"21108",-498
"21109",282
"21110",0
"21111",2616
"21112",2118
"21113",3255
"21114",423
"21115",1314
"21116",759
"21117",36
"21118",289
"21119",141
"21120",169
"21121",5
"21122",2349
"21123",0
"21124",626
"21125",491
"21126",20
"21127",0
"21128",1533
"21129",0
"21130",852
"21131",311
"21132",401
"21133",1384
"21134",6284
"21135",3262
"21136",300
"21137",6610
"21138",0
"21139",167
"21140",-1
"21141",-134
"21142",584
"21143",3031
"21144",8
"21145",2195
"21146",-150
"21147",8163
"21148",0
"21149",301
"21150",3387
"21151",31868
"21152",114
"21153",310
"21154",1559
"21155",347
"21156",4597
"21157",25856
"21158",0
"21159",1138
"21160",688
"21161",104
"21162",2985
"21163",588
"21164",124
"21165",409
"21166",188
"21167",0
"21168",1464
"21169",385
"21170",-892
"21171",-547
"21172",71
"21173",465
"21174",494
"21175",567
"21176",4728
"21177",1200
"21178",1262
"21179",584
"21180",0
"21181",0
"21182",883
"21183",710
"21184",125
"21185",2705
"21186",15
"21187",0
"21188",-397
"21189",327
"21190",-83
"21191",1969
"21192",-393
"21193",66653
"21194",448
"21195",97
"21196",2307
"21197",8136
"21198",1473
"21199",303
"21200",547
"21201",7197
"21202",147
"21203",454
"21204",6748
"21205",401
"21206",1732
"21207",3
"21208",456
"21209",51
"21210",0
"21211",687
"21212",112
"21213",576
"21214",240
"21215",493
"21216",3586
"21217",47
"21218",869
"21219",4247
"21220",44
"21221",2774
"21222",3818
"21223",724
"21224",0
"21225",682
"21226",0
"21227",3485
"21228",-1041
"21229",984
"21230",271
"21231",5421
"21232",10
"21233",7
"21234",574
"21235",0
"21236",1271
"21237",4
"21238",519
"21239",6429
"21240",193
"21241",7296
"21242",419
"21243",63
"21244",750
"21245",2944
"21246",4971
"21247",913
"21248",154
"21249",2678
"21250",13763
"21251",907
"21252",262
"21253",2442
"21254",37
"21255",3122
"21256",1413
"21257",434
"21258",1353
"21259",5
"21260",490
"21261",2323
"21262",193
"21263",1406
"21264",0
"21265",569
"21266",185
"21267",96
"21268",1621
"21269",11
"21270",110
"21271",1914
"21272",4914
"21273",689
"21274",176
"21275",1901
"21276",127
"21277",3398
"21278",4564
"21279",1157
"21280",1283
"21281",50
"21282",512
"21283",297
"21284",-173
"21285",3396
"21286",3335
"21287",0
"21288",324
"21289",8402
"21290",2306
"21291",0
"21292",0
"21293",1225
"21294",987
"21295",6
"21296",5450
"21297",0
"21298",52
"21299",1979
"21300",1635
"21301",2227
"21302",927
"21303",1117
"21304",-217
"21305",1077
"21306",332
"21307",624
"21308",1535
"21309",211
"21310",2242
"21311",1000
"21312",3324
"21313",362
"21314",288
"21315",4112
"21316",489
"21317",8121
"21318",3206
"21319",796
"21320",1100
"21321",473
"21322",0
"21323",219
"21324",1101
"21325",0
"21326",1219
"21327",5641
"21328",804
"21329",3797
"21330",1018
"21331",3
"21332",335
"21333",1798
"21334",1404
"21335",0
"21336",13044
"21337",199
"21338",389
"21339",2935
"21340",1097
"21341",0
"21342",813
"21343",5124
"21344",350
"21345",0
"21346",1629
"21347",41630
"21348",134
"21349",1541
"21350",796
"21351",602
"21352",129
"21353",79
"21354",1064
"21355",1211
"21356",236
"21357",429
"21358",1253
"21359",392
"21360",0
"21361",985
"21362",1764
"21363",9202
"21364",3628
"21365",23876
"21366",139
"21367",3575
"21368",82
"21369",302
"21370",2870
"21371",0
"21372",3732
"21373",0
"21374",3779
"21375",0
"21376",1969
"21377",239
"21378",2883
"21379",2143
"21380",10639
"21381",41
"21382",-55
"21383",1134
"21384",3913
"21385",42
"21386",2481
"21387",14148
"21388",548
"21389",376
"21390",1350
"21391",431
"21392",3115
"21393",4660
"21394",0
"21395",8139
"21396",0
"21397",4994
"21398",11821
"21399",548
"21400",473
"21401",53
"21402",0
"21403",254
"21404",9804
"21405",47
"21406",583
"21407",2226
"21408",199
"21409",4414
"21410",19
"21411",598
"21412",427
"21413",757
"21414",-374
"21415",1043
"21416",985
"21417",250
"21418",2977
"21419",324
"21420",-35
"21421",1221
"21422",418
"21423",1241
"21424",771
"21425",140
"21426",576
"21427",0
"21428",171
"21429",0
"21430",2603
"21431",548
"21432",665
"21433",2914
"21434",2832
"21435",0
"21436",1840
"21437",173
"21438",2678
"21439",276
"21440",0
"21441",12177
"21442",-644
"21443",2851
"21444",20
"21445",0
"21446",209
"21447",121
"21448",173
"21449",1435
"21450",9207
"21451",2074
"21452",366
"21453",256
"21454",3701
"21455",1966
"21456",0
"21457",2653
"21458",169
"21459",-5
"21460",451
"21461",306
"21462",808
"21463",150
"21464",0
"21465",3601
"21466",3045
"21467",453
"21468",4772
"21469",1043
"21470",2359
"21471",979
"21472",549
"21473",2180
"21474",955
"21475",3038
"21476",466
"21477",1482
"21478",481
"21479",0
"21480",2251
"21481",2644
"21482",2119
"21483",2214
"21484",216
"21485",0
"21486",204
"21487",610
"21488",309
"21489",180
"21490",0
"21491",63
"21492",470
"21493",3278
"21494",0
"21495",2
"21496",33
"21497",17206
"21498",0
"21499",225
"21500",60
"21501",854
"21502",134
"21503",10500
"21504",115
"21505",146
"21506",6562
"21507",0
"21508",4060
"21509",0
"21510",0
"21511",43
"21512",0
"21513",-274
"21514",140
"21515",1
"21516",264
"21517",0
"21518",3
"21519",571
"21520",4380
"21521",3043
"21522",210
"21523",0
"21524",374
"21525",81
"21526",0
"21527",1179
"21528",74
"21529",295
"21530",25
"21531",3494
"21532",2805
"21533",285
"21534",103
"21535",613
"21536",-95
"21537",0
"21538",-962
"21539",0
"21540",54
"21541",417
"21542",-202
"21543",0
"21544",143
"21545",72
"21546",2137
"21547",1063
"21548",20
"21549",412
"21550",0
"21551",295
"21552",1884
"21553",5399
"21554",107
"21555",687
"21556",2122
"21557",1759
"21558",6657
"21559",30
"21560",31
"21561",47
"21562",673
"21563",5
"21564",740
"21565",33
"21566",61
"21567",-410
"21568",83
"21569",126
"21570",1183
"21571",27
"21572",240
"21573",401
"21574",0
"21575",3288
"21576",95
"21577",0
"21578",172
"21579",558
"21580",644
"21581",7369
"21582",0
"21583",0
"21584",182
"21585",231
"21586",2537
"21587",5495
"21588",0
"21589",734
"21590",348
"21591",61
"21592",356
"21593",51
"21594",1596
"21595",0
"21596",1079
"21597",632
"21598",0
"21599",254
"21600",801
"21601",-446
"21602",4133
"21603",2095
"21604",10
"21605",0
"21606",1282
"21607",712
"21608",127
"21609",-1
"21610",0
"21611",982
"21612",2149
"21613",3655
"21614",52
"21615",0
"21616",0
"21617",818
"21618",12584
"21619",248
"21620",139
"21621",483
"21622",600
"21623",0
"21624",17
"21625",64
"21626",46
"21627",66
"21628",2120
"21629",91
"21630",0
"21631",3
"21632",27
"21633",0
"21634",5547
"21635",171
"21636",141
"21637",60
"21638",8413
"21639",71
"21640",3228
"21641",605
"21642",-401
"21643",172
"21644",45
"21645",71
"21646",266
"21647",295
"21648",808
"21649",0
"21650",971
"21651",401
"21652",1127
"21653",0
"21654",119
"21655",-1
"21656",42
"21657",-189
"21658",929
"21659",83
"21660",950
"21661",0
"21662",56
"21663",0
"21664",114
"21665",487
"21666",261
"21667",409
"21668",-408
"21669",0
"21670",82
"21671",5
"21672",251
"21673",0
"21674",227
"21675",451
"21676",168
"21677",0
"21678",1465
"21679",297
"21680",11
"21681",-292
"21682",1373
"21683",88
"21684",-1415
"21685",58
"21686",-133
"21687",420
"21688",47
"21689",1
"21690",0
"21691",8
"21692",3429
"21693",-58
"21694",5401
"21695",1625
"21696",-291
"21697",0
"21698",29
"21699",0
"21700",966
"21701",0
"21702",18
"21703",86
"21704",0
"21705",299
"21706",2666
"21707",7135
"21708",1072
"21709",60
"21710",5
"21711",5
"21712",179
"21713",0
"21714",46
"21715",123
"21716",1205
"21717",258
"21718",3
"21719",0
"21720",0
"21721",3820
"21722",268
"21723",167
"21724",266
"21725",-225
"21726",96
"21727",559
"21728",347
"21729",850
"21730",128
"21731",3576
"21732",0
"21733",30
"21734",147
"21735",19
"21736",1361
"21737",57
"21738",1840
"21739",20
"21740",81
"21741",-240
"21742",0
"21743",151
"21744",370
"21745",0
"21746",497
"21747",15302
"21748",218
"21749",50
"21750",329
"21751",1109
"21752",1802
"21753",2013
"21754",0
"21755",0
"21756",1687
"21757",459
"21758",600
"21759",85
"21760",1750
"21761",260
"21762",606
"21763",2671
"21764",174
"21765",428
"21766",238
"21767",39
"21768",1661
"21769",0
"21770",370
"21771",0
"21772",96
"21773",191
"21774",123
"21775",329
"21776",445
"21777",1344
"21778",605
"21779",1402
"21780",396
"21781",82
"21782",61
"21783",-1217
"21784",72
"21785",2324
"21786",226
"21787",5878
"21788",3345
"21789",101
"21790",-634
"21791",0
"21792",1412
"21793",0
"21794",1
"21795",677
"21796",-165
"21797",979
"21798",852
"21799",7
"21800",264
"21801",488
"21802",1339
"21803",0
"21804",233
"21805",168
"21806",75
"21807",439
"21808",8
"21809",180
"21810",52
"21811",5561
"21812",11
"21813",11
"21814",314
"21815",798
"21816",591
"21817",223
"21818",452
"21819",-20
"21820",3048
"21821",26
"21822",30
"21823",-374
"21824",956
"21825",839
"21826",331
"21827",0
"21828",0
"21829",0
"21830",705
"21831",689
"21832",-12
"21833",2294
"21834",375
"21835",404
"21836",7
"21837",0
"21838",2228
"21839",-33
"21840",2320
"21841",4328
"21842",1626
"21843",194
"21844",-163
"21845",310
"21846",367
"21847",51
"21848",1
"21849",160
"21850",0
"21851",2802
"21852",15
"21853",177
"21854",0
"21855",164
"21856",0
"21857",260
"21858",0
"21859",27
"21860",1431
"21861",111
"21862",182
"21863",0
"21864",570
"21865",47
"21866",1572
"21867",511
"21868",23
"21869",141
"21870",227
"21871",1357
"21872",2069
"21873",374
"21874",75
"21875",124
"21876",47
"21877",1196
"21878",107
"21879",469
"21880",11
"21881",565
"21882",2584
"21883",0
"21884",46
"21885",19
"21886",0
"21887",1390
"21888",79
"21889",0
"21890",114
"21891",38
"21892",56
"21893",536
"21894",1194
"21895",5060
"21896",0
"21897",100
"21898",569
"21899",541
"21900",149
"21901",0
"21902",681
"21903",881
"21904",1218
"21905",128
"21906",112
"21907",-584
"21908",248
"21909",0
"21910",432
"21911",4
"21912",300
"21913",68
"21914",0
"21915",-22
"21916",-318
"21917",35
"21918",0
"21919",78
"21920",3
"21921",169
"21922",-39
"21923",1553
"21924",51
"21925",792
"21926",-96
"21927",69
"21928",20
"21929",251
"21930",0
"21931",2
"21932",414
"21933",-4
"21934",587
"21935",0
"21936",1144
"21937",15
"21938",687
"21939",83
"21940",417
"21941",173
"21942",337
"21943",9
"21944",638
"21945",228
"21946",51
"21947",143
"21948",-219
"21949",356
"21950",-153
"21951",344
"21952",1014
"21953",138
"21954",22546
"21955",156
"21956",-146
"21957",224
"21958",145
"21959",109
"21960",715
"21961",275
"21962",49
"21963",1044
"21964",2130
"21965",3440
"21966",507
"21967",179
"21968",93
"21969",620
"21970",7649
"21971",988
"21972",101
"21973",208
"21974",397
"21975",0
"21976",3
"21977",238
"21978",116
"21979",361
"21980",2244
"21981",242
"21982",130
"21983",51
"21984",1614
"21985",294
"21986",24
"21987",0
"21988",0
"21989",439
"21990",16
"21991",110
"21992",7743
"21993",-18
"21994",2403
"21995",1912
"21996",0
"21997",163
"21998",665
"21999",5004
"22000",3547
"22001",196
"22002",481
"22003",790
"22004",198
"22005",106
"22006",159
"22007",304
"22008",0
"22009",1717
"22010",52
"22011",2465
"22012",0
"22013",375
"22014",0
"22015",1143
"22016",390
"22017",0
"22018",208
"22019",70
"22020",0
"22021",80
"22022",7631
"22023",247
"22024",2085
"22025",2568
"22026",584
"22027",221
"22028",526
"22029",2328
"22030",432
"22031",0
"22032",396
"22033",12
"22034",0
"22035",1555
"22036",2014
"22037",23
"22038",236
"22039",19
"22040",1088
"22041",79
"22042",385
"22043",215
"22044",324
"22045",558
"22046",34
"22047",913
"22048",651
"22049",744
"22050",36
"22051",123
"22052",-305
"22053",8000
"22054",-23
"22055",20794
"22056",47
"22057",10890
"22058",601
"22059",35
"22060",3250
"22061",0
"22062",1170
"22063",0
"22064",1567
"22065",0
"22066",3486
"22067",35
"22068",-432
"22069",909
"22070",63
"22071",30
"22072",253
"22073",99
"22074",56
"22075",185
"22076",644
"22077",205
"22078",990
"22079",0
"22080",0
"22081",185
"22082",1224
"22083",0
"22084",310
"22085",109
"22086",35
"22087",1246
"22088",572
"22089",196
"22090",-3
"22091",13
"22092",52527
"22093",5
"22094",0
"22095",213
"22096",0
"22097",1805
"22098",9
"22099",0
"22100",0
"22101",-31
"22102",358
"22103",0
"22104",51
"22105",24
"22106",0
"22107",0
"22108",988
"22109",0
"22110",492
"22111",-337
"22112",243
"22113",102
"22114",1485
"22115",287
"22116",83
"22117",666
"22118",0
"22119",422
"22120",147
"22121",-123
"22122",388
"22123",0
"22124",9
"22125",28
"22126",0
"22127",1960
"22128",73
"22129",244
"22130",196
"22131",4
"22132",0
"22133",2295
"22134",924
"22135",-210
"22136",1130
"22137",13156
"22138",167
"22139",468
"22140",0
"22141",4948
"22142",430
"22143",0
"22144",-1
"22145",1251
"22146",65
"22147",22
"22148",11
"22149",0
"22150",150
"22151",96
"22152",3995
"22153",249
"22154",144
"22155",0
"22156",15
"22157",0
"22158",0
"22159",502
"22160",2066
"22161",0
"22162",39
"22163",-255
"22164",1032
"22165",0
"22166",404
"22167",8
"22168",8
"22169",0
"22170",307
"22171",-970
"22172",2887
"22173",1498
"22174",886
"22175",104
"22176",9
"22177",121
"22178",0
"22179",91
"22180",0
"22181",562
"22182",1354
"22183",225
"22184",423
"22185",46
"22186",20
"22187",564
"22188",533
"22189",509
"22190",438
"22191",77
"22192",176
"22193",400
"22194",2008
"22195",727
"22196",17
"22197",506
"22198",75
"22199",5060
"22200",31
"22201",1179
"22202",26
"22203",433
"22204",110
"22205",0
"22206",2109
"22207",28
"22208",226
"22209",0
"22210",134
"22211",0
"22212",0
"22213",1501
"22214",278
"22215",0
"22216",-477
"22217",1446
"22218",0
"22219",105
"22220",0
"22221",0
"22222",18
"22223",1981
"22224",905
"22225",700
"22226",424
"22227",86
"22228",-459
"22229",1401
"22230",6619
"22231",7635
"22232",440
"22233",468
"22234",0
"22235",1694
"22236",284
"22237",292
"22238",0
"22239",202
"22240",-18
"22241",137
"22242",549
"22243",0
"22244",8097
"22245",518
"22246",557
"22247",151
"22248",11
"22249",21
"22250",0
"22251",55
"22252",744
"22253",510
"22254",1
"22255",7621
"22256",196
"22257",25
"22258",161
"22259",57
"22260",197
"22261",400
"22262",291
"22263",0
"22264",0
"22265",990
"22266",316
"22267",0
"22268",41
"22269",84
"22270",351
"22271",0
"22272",154
"22273",38
"22274",644
"22275",1363
"22276",161
"22277",178
"22278",206
"22279",462
"22280",70
"22281",4144
"22282",0
"22283",0
"22284",11
"22285",4
"22286",25
"22287",0
"22288",355
"22289",3279
"22290",22
"22291",0
"22292",37
"22293",318
"22294",0
"22295",0
"22296",69
"22297",1090
"22298",255
"22299",109
"22300",454
"22301",13
"22302",0
"22303",0
"22304",0
"22305",50
"22306",70
"22307",2384
"22308",278
"22309",-146
"22310",1898
"22311",254
"22312",1580
"22313",0
"22314",6
"22315",0
"22316",6
"22317",58
"22318",664
"22319",0
"22320",38
"22321",1344
"22322",11305
"22323",-158
"22324",15449
"22325",1339
"22326",22
"22327",516
"22328",29
"22329",260
"22330",18
"22331",32
"22332",42
"22333",229
"22334",-420
"22335",0
"22336",1227
"22337",0
"22338",183
"22339",981
"22340",532
"22341",398
"22342",0
"22343",27
"22344",0
"22345",1109
"22346",255
"22347",580
"22348",0
"22349",27
"22350",573
"22351",98
"22352",522
"22353",94
"22354",147
"22355",965
"22356",14
"22357",1328
"22358",0
"22359",366
"22360",0
"22361",95
"22362",139
"22363",0
"22364",149
"22365",-164
"22366",196
"22367",321
"22368",415
"22369",109
"22370",183
"22371",308
"22372",99
"22373",1536
"22374",189
"22375",0
"22376",546
"22377",0
"22378",267
"22379",225
"22380",-195
"22381",36
"22382",347
"22383",-44
"22384",1109
"22385",0
"22386",0
"22387",575
"22388",357
"22389",4889
"22390",419
"22391",0
"22392",478
"22393",1
"22394",0
"22395",-172
"22396",334
"22397",10215
"22398",20
"22399",1335
"22400",31
"22401",0
"22402",0
"22403",0
"22404",23
"22405",4570
"22406",-126
"22407",34
"22408",0
"22409",1048
"22410",25
"22411",221
"22412",0
"22413",388
"22414",447
"22415",796
"22416",328
"22417",599
"22418",3168
"22419",0
"22420",4636
"22421",890
"22422",100
"22423",1982
"22424",0
"22425",23495
"22426",19
"22427",0
"22428",0
"22429",371
"22430",767
"22431",864
"22432",1520
"22433",1623
"22434",215
"22435",994
"22436",54
"22437",1324
"22438",125
"22439",0
"22440",370
"22441",1341
"22442",90
"22443",296
"22444",179
"22445",13
"22446",0
"22447",5
"22448",1075
"22449",3601
"22450",396
"22451",139
"22452",559
"22453",0
"22454",-298
"22455",0
"22456",211
"22457",473
"22458",-26
"22459",154
"22460",276
"22461",6
"22462",282
"22463",145
"22464",195
"22465",80
"22466",273
"22467",7907
"22468",333
"22469",0
"22470",11
"22471",331
"22472",1898
"22473",13165
"22474",2939
"22475",335
"22476",1052
"22477",0
"22478",112
"22479",9346
"22480",234
"22481",1496
"22482",1920
"22483",2944
"22484",701
"22485",1
"22486",-6
"22487",296
"22488",5049
"22489",26
"22490",2
"22491",882
"22492",817
"22493",1383
"22494",144
"22495",696
"22496",2110
"22497",682
"22498",82
"22499",656
"22500",981
"22501",10
"22502",508
"22503",286
"22504",0
"22505",469
"22506",502
"22507",0
"22508",57
"22509",857
"22510",-201
"22511",159
"22512",463
"22513",994
"22514",1256
"22515",47
"22516",71
"22517",17
"22518",72
"22519",968
"22520",0
"22521",195
"22522",1006
"22523",3
"22524",4
"22525",131
"22526",137
"22527",318
"22528",0
"22529",1207
"22530",30
"22531",2950
"22532",141
"22533",0
"22534",1575
"22535",1336
"22536",5809
"22537",0
"22538",0
"22539",140
"22540",4990
"22541",1598
"22542",354
"22543",0
"22544",433
"22545",33
"22546",443
"22547",0
"22548",263
"22549",664
"22550",712
"22551",527
"22552",548
"22553",88
"22554",42
"22555",373
"22556",55
"22557",0
"22558",43
"22559",2322
"22560",127
"22561",0
"22562",150
"22563",65
"22564",156
"22565",12766
"22566",336
"22567",261
"22568",1308
"22569",0
"22570",0
"22571",287
"22572",0
"22573",2861
"22574",871
"22575",1725
"22576",18
"22577",445
"22578",0
"22579",298
"22580",-517
"22581",632
"22582",2519
"22583",475
"22584",2043
"22585",468
"22586",75
"22587",23
"22588",94
"22589",4709
"22590",2762
"22591",6264
"22592",1064
"22593",702
"22594",316
"22595",26
"22596",304
"22597",176
"22598",4354
"22599",130
"22600",49
"22601",321
"22602",-18
"22603",1
"22604",79
"22605",349
"22606",0
"22607",239
"22608",397
"22609",0
"22610",102
"22611",655
"22612",394
"22613",441
"22614",0
"22615",465
